一三壘	8.79766152585
一上午	8.79766152585
一下床	8.79766152585
一下手	8.79766152585
一下眼	8.79766152585
一九七五年	8.79766152585
一九二	8.79766152585
一九六	8.79766152585
一二四	8.79766152585
一二零	8.79766152585
一人並	8.79766152585
一人要	8.79766152585
一人質	8.79766152585
一付	8.79766152585
一估	8.79766152585
一佛萊迪帶	8.79766152585
一個剛	8.79766152585
一個合	8.79766152585
一個喪	8.79766152585
一個團	8.79766152585
一個多月	8.79766152585
一個媽	8.79766152585
一個富	8.79766152585
一個屬	8.79766152585
一個標	8.79766152585
一個現	8.79766152585
一個級	8.79766152585
一個網	8.79766152585
一個羅納爾多	8.79766152585
一個羅馬葬禮	8.79766152585
一個連	8.79766152585
一個遊	8.79766152585
一個還	8.79766152585
一個針	8.79766152585
一個雙	8.79766152585
一個點	8.79766152585
一偉大	8.79766152585
一兩次	8.79766152585
一劑藥	8.79766152585
一千一百	8.79766152585
一千五百米	8.79766152585
一千份	8.79766152585
一千多年	8.79766152585
一卡些	8.79766152585
一反	8.79766152585
一口口	8.79766152585
一右	8.79766152585
一合	8.79766152585
一吐為	8.79766152585
一吹樹葉	8.79766152585
一周年	8.79766152585
一員來	8.79766152585
一問	8.79766152585
一在	8.79766152585
一場戲	8.79766152585
一場贏	8.79766152585
一塊屬	8.79766152585
一塊禁	8.79766152585
一塵	8.79766152585
一壘	8.79766152585
一夥人	8.79766152585
一夥兒	8.79766152585
一夥大學生	8.79766152585
一大半	8.79766152585
一大批	8.79766152585
一大跳	8.79766152585
一夫	8.79766152585
一奇	8.79766152585
一子	8.79766152585
一字一句	8.79766152585
一季	8.79766152585
一學院	8.79766152585
一定量	8.79766152585
一寶貝	8.79766152585
一對夫	8.79766152585
一小堆	8.79766152585
一局	8.79766152585
一己	8.79766152585
一師	8.79766152585
一席	8.79766152585
一帶子	8.79766152585
一幫同	8.79766152585
一幫子	8.79766152585
一幫食	8.79766152585
一年生	8.79766152585
一往而深	8.79766152585
一忙	8.79766152585
一意孤行	8.79766152585
一戶	8.79766152585
一抬頭	8.79766152585
一拍即合	8.79766152585
一拜	8.79766152585
一捆	8.79766152585
一掃灰燼	8.79766152585
一接	8.79766152585
一搖	8.79766152585
一撇	8.79766152585
一擊右	8.79766152585
一敘	8.79766152585
一教	8.79766152585
一敵	8.79766152585
一方平安	8.79766152585
一日三餐	8.79766152585
一時刻	8.79766152585
一時性	8.79766152585
一時間	8.79766152585
一晃	8.79766152585
一暗	8.79766152585
一書	8.79766152585
一會行	8.79766152585
一有郊	8.79766152585
一服	8.79766152585
一望	8.79766152585
一束	8.79766152585
一板一眼	8.79766152585
一板始	8.79766152585
一格	8.79766152585
一案	8.79766152585
一桌	8.79766152585
一條響	8.79766152585
一棒	8.79766152585
一椿	8.79766152585
一槍斷	8.79766152585
一槍給	8.79766152585
一樣強	8.79766152585
一樣盧	8.79766152585
一樣過	8.79766152585
一機構	8.79766152585
一歇	8.79766152585
一步登天	8.79766152585
一死戰	8.79766152585
一殺	8.79766152585
一毛不拔	8.79766152585
一毛錢	8.79766152585
一池	8.79766152585
一決定	8.79766152585
一泡	8.79766152585
一洗	8.79766152585
一活	8.79766152585
一游戲	8.79766152585
一烤	8.79766152585
一玩兒	8.79766152585
一用	8.79766152585
一番苦心	8.79766152585
一畫	8.79766152585
一百三十	8.79766152585
一百九十	8.79766152585
一百二	8.79766152585
一百倍	8.79766152585
一百公里	8.79766152585
一百米	8.79766152585
一百零六	8.79766152585
一盞	8.79766152585
一瞬間	8.79766152585
一種詩	8.79766152585
一種車	8.79766152585
一種門	8.79766152585
一笑置之	8.79766152585
一算	8.79766152585
